data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
4629405,586,PAK42044,42044,"18 June 2018",2018,1,Riots,"Mob violence","Rioters (Pakistan)",,5,"Rioters (Pakistan)",,5,55,"Southern Asia",Pakistan,Sindh,Khairpur,Khairpur,Khairpur,27.5271,68.7452,2,"Daily Regional Times",Subnational,"Clashes erupted between two groups of men who attacked each other with sticks and metal rods after some of the men were misbehaving with women while visiting dargah Aban Shah (RA) in Khairpur District, Sindh Province, on June 18. 20 men were injured.",0,1552576481,PAK
4629477,792,TUR5999,5999,"18 June 2018",2018,1,Riots,"Mob violence","Rioters (Turkey)",,5,"Civilians (Turkey)","SP: Felicity Party",7,57,"Middle East",Turkey,Edirne,Edirne,,Edirne,41.6757,26.5587,1,TIHV,National,"A group of rioters broke in the election office of the Saadet Party and caused material damage in Edirne city on Monday, 18 June 2018.",0,1552576481,TUR
4629449,360,IDN225,225,"18 June 2018",2018,2,Riots,"Mob violence","Rioters (Indonesia)",,5,"Police Forces of Indonesia (2014-)",,1,15,"South-Eastern Asia",Indonesia,Jambi,Sorolangun,Mandiangin,Rangkiling,-2.052,102.9409,1,"Jakarta Post",National,"Assumed on June 18, in Rangkiling village (Mandiangin, Sorolangun, Jambi), police forces and villagers clashed after police tried to arrest a villager. A villager was shot and wounded by police and the villagers began to riot.",0,1552576481,IDN
4629457,356,IND32299,32299,"18 June 2018",2018,1,Riots,"Mob violence","Rioters (India)","Bajrang Dal; Police Forces of India (2014-)",5,"Civilians (India)","Christian Group (India)",7,57,"Southern Asia",India,"Uttar Pradesh",Meerut,Meerut,Meerut,28.98,77.7063,1,"Hindustan Times",National,"On June 18, a pastor accused of trying to convert people to Christianity was assaulted by members of Bajrang Dal and then arrested by the police in Meerut (Meerut, UP).",0,1552576481,IND
5091850,804,UKR6263,6263,"18 June 2018",2018,1,Riots,"Mob violence","Rioters (Ukraine)",,5,"Civilians (Ukraine)","Journalists (Ukraine)",7,57,Europe,Ukraine,Kherson,"Kherson Municipality",,Kherson,46.6558,32.6178,1,"Human Rights Information Centre",National,"On Jun. 18 2018, two men knocked beat up the editor-in-chief of ""MOST"" and the coordinator of ""UA Centre"" Serhiy Nikitenko. The journalist claims the incident is related to his professional activity.",0,1553853283,UKR
4629717,50,BGD3246,3246,"17 June 2018",2018,1,Riots,"Mob violence","Rioters (Bangladesh)","Romanathpur Communal Militia (Bangladesh)",5,"Rioters (Bangladesh)","Romanathpur Communal Militia (Bangladesh)",5,55,"Southern Asia",Bangladesh,Barisal,Jhalokati,Jhalokati,Jhalokati,22.6409,90.1985,2,"New Nation",National,"On June 17, at Romanathpur village of Jhalakati Sadar (Jhalakati, Barisal), a young man was killed in a clash with rivals over a land dispute.",1,1552576482,BGD
4629570,356,IND32276,32276,"17 June 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,"Jammu and Kashmir",Srinagar,"Srinagar North",Srinagar,34.0857,74.8056,1,"The Times of India (TOI)",National,"On 17 Jun, rioters blocked roads and clashed with security forces in the Soura and Buchpora areas of Srinagar city (J&K), following earlier confrontations between police and rioters in the area.",0,1552576481,IND
4629571,356,IND32283,32283,"17 June 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,Karnataka,"Bengaluru Rural",Devanhalli,Vijayapura,13.295,77.8022,1,"The Hindu",National,"On June 17, in Vijayapura (Vijayapura, Karnataka), two groups clashed over a polling dispute, leaving several injured. Police used lathicharge and 20 persons were arrested.",0,1552576481,IND
4629585,356,IND32430,32430,"17 June 2018",2018,1,Riots,"Mob violence","Rioters (India)","Vigilante Group (India)",5,"Civilians (India)",,7,57,"Southern Asia",India,"Madhya Pradesh",Balaghat,Balaghat,Balaghat,21.8156,80.1884,2,"The Times of India (TOI)",National,"On June 17, a mob of villagers attacked two ""outsiders"" in a village in Balaghat district (Balaghat, MP) based on rumours of organ thieves prowling in the area. The police intervened and prevented the mens death.",0,1552576481,IND
4629679,356,IND32431,32431,"17 June 2018",2018,2,Riots,"Mob violence","Rioters (India)","Police Forces of India (2014-); Vigilante Group (India)",5,"Civilians (India)","Dalit Caste Group (India)",7,57,"Southern Asia",India,Punjab,Muktsar,Muktsar,Muktsar,30.4742,74.5166,1,"The Times of India (TOI)",National,"Assumed on June 17, a minor mentally-challenged Dalit boy was tortured by villagers after accusing him of theft in Thandewala village (Muktsar, Punjab). The police arrested the victim and kept him locked up without registering a case against him.",0,1552576482,IND
4629586,144,SRI1280,1280,"17 June 2018",2018,1,Riots,"Mob violence","Rioters (Sri Lanka)",,5,"Rioters (Sri Lanka)",,5,55,"Southern Asia","Sri Lanka",Northern,Jaffna,"Valikamam North",Tellippalai,9.7875,80.0304,1,"Ada Derana",National,"Two rioting groups of locals clashed during a festival in Tellippalai town, Jaffna, Northern on 17 June. (Reason for the clash was not reported.)",0,1552576481,LKA
4629619,275,PSE2138,2138,"17 June 2018",2018,1,Riots,"Mob violence","Police Forces of Israel (2009-)",,8,"Rioters (Israel)","Settlers (Israel)",5,58,"Middle East",Palestine,"West Bank","Al Khalil",,Taffuh,31.5386,35.0497,1,"Agency France Presse",International,"Nearly a dozen Israeli police officers were injured in clashes with Israeli settlers on June 14 during the eviction of Jewish settlers from Tapuah West, an outpost in the occupied West Bank.",0,1552576481,PSE
4629672,356,IND32220,32220,"17 June 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Civilians (India)","Government of India (2014-)",7,57,"Southern Asia",India,Haryana,Gurgaon,Sohna,Alipur,28.3124,77.0572,1,"The Times of India (TOI)",National,"On June 17, a group of villagers assaulted officials of Dakshin Haryana Bijli Vitran Nigam in Alipur village (Gurgaon, Haryana) when they came to the village to check for illegal power theft in the area. Some officials suffered minor injuries.",0,1552576482,IND
4629673,356,IND32255,32255,"17 June 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Civilians (India)",,7,57,"Southern Asia",India,Meghalaya,"East Khasi Hills",Shillong,Shillong,25.5793,91.8942,1,"Assam Tribune (India)",Subnational,"Rioters attacked a shop in Shillong city, East Khasi Hills, Meghalaya, on 17 June, injuring the shop keeper. They also set fire to the shop with crude bombs.",0,1552576482,IND
4629611,800,UGA5128,5128,"17 June 2018",2018,1,Riots,"Mob violence","Rioters (South Sudan)","Nuer Ethnic Group (South Sudan); Refugees/IDPs (South Sudan)",5,"Rioters (South Sudan)","Dinka Ethnic Group (South Sudan); Refugees/IDPs (South Sudan)",5,55,"Eastern Africa",Uganda,Arua,Madi-Okollo,"Rhino Camp","Rhino Camp",2.9639,31.4111,1,"Daily Monitor; Chimp Reports",National,"On 17 June, riots erupted between Nuer and Dinka refugees in the Rhino Camp Settlement during a world cup match. 4 people were killed and 19 injured. The police have confiscated the sticks and clubs used in the clashes.",4,1552576481,UGA
5106251,792,TUR1912,1912,"17 June 2018",2018,1,Riots,"Mob violence","Rioters (Turkey)",,5,"Civilians (Turkey)","HDP: Peoples Democratic Party",7,57,"Middle East",Turkey,Istanbul,Adalar,,Adalar,40.868,29.133,2,Cumhuriyet,National,"A group of people attacked the HDP's campaign booth in Buyukada of Istanbul province on Sunday morning, 17 June 2018. 2 civilians from the surrounding area were lightly injured as they attempted to stop them.",0,1554160177,TUR
4629887,356,IND31945,31945,"16 June 2018",2018,1,Riots,"Mob violence","Rioters (India)","Rajouri Communal Group (Bangladesh)",5,"Rioters (India)","Rajouri Communal Group (Bangladesh)",5,55,"Southern Asia",India,"Jammu and Kashmir",Rajouri,Rajouri,Rajouri,33.25,74.25,2,"UNI (United News of India)",National,"On 16 Jun, police fired smoke shells to disperse two communal groups which had clashed in Rajouri district (J&K) over a land dispute related to the digging of a grave.",0,1552576482,IND
4629756,356,IND32146,32146,"16 June 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,Gujarat,Vadodara,Vadodara,Vadodara,22.2994,73.2081,1,"The Times of India (TOI)",National,"On June 16, in Vadodara (Vadodara, Gujarat), clashes erupted during a procession to mark the birth anniversary of Maharana Pratap. Police lobbed tear gas shells near Dudhwala Mohalla in the area to disperse the mob.",0,1552576482,IND
4629757,356,IND32172,32172,"16 June 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)","Police Forces of India (2014-) Central Reserve Police Force",1,15,"Southern Asia",India,"Jammu and Kashmir",Anantnag,Anantnag,Anantnag,33.73,75.15,2,"Early Times (India)",Subnational,"On 16 Jun, a youth was killed and dozens injured when CRPF and police fired smoke grenade and pellet guns during a clash with rioting youths in Anantnag district.",1,1552576482,IND
4629758,356,IND32173,32173,"16 June 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,"Jammu and Kashmir",Baramulla,Sopore,Sopore,34.2867,74.4723,2,"The Tribune",Subnational,"On 16 Jun, rioters and security forces clashed in the Sopore area (Baramulla, J&K) following Eid prayers.",0,1552576482,IND
4629759,356,IND32175,32175,"16 June 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,"Jammu and Kashmir",Kupwara,Kupwara,Kupwara,34.5258,74.2548,2,"The Tribune",Subnational,"On 16 Jun, rioters and security forces clashed in the Kupwara area (Kupwara, J&K) following Eid prayers.",0,1552576482,IND
4629760,356,IND32176,32176,"16 June 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,"Jammu and Kashmir",Pulwama,Pulwama,Pulwama,33.8741,74.9001,2,"UNI (United News of India)",National,"On 16 Jun, rioters clashed with security force after Eid prayers in several locations across Pulwama district (J&K).",0,1552576482,IND
4629761,356,IND32177,32177,"16 June 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,"Jammu and Kashmir",Shopian,Shopian,Shopian,33.7165,74.8342,2,"Associated Press International",International,"On 16 Jun, at least seven were injured when rioters clashed with security force after Eid prayers in Shopian district (J&K)",0,1552576482,IND
4629762,356,IND32178,32178,"16 June 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,"Jammu and Kashmir",Srinagar,"Srinagar North",Srinagar,34.0857,74.8056,1,"UNI (United News of India)",National,"On 16 Jun, rioters clashed with security force after Eid prayers in several locations across Srinagar city (J&K).",0,1552576482,IND
4629784,356,IND32245,32245,"16 June 2018",2018,1,Riots,"Mob violence","Rioters (India)","Muslim Group (India)",5,"Rioters (India)","Dalit Caste Group (India)",5,55,"Southern Asia",India,"Uttar Pradesh",Lucknow,Lucknow,Lucknow,26.8392,80.9231,1,"The Pioneer (India)",National,"On June 16, a clash occurred between a Dalit caste group and Muslim community members in Lucknow city (UP) in response to a similar event that was reported 3 days ago. Four people were injured from stone-pelting.",0,1552576482,IND
4629844,180,DRC12617,12617,"16 June 2018",2018,1,Riots,"Mob violence","Military Forces of Democratic Republic of Congo (2001-2019)",,1,"Rioters (Democratic Republic of Congo)","Vigilante Group (Democratic Republic of Congo)",5,15,"Middle Africa","Democratic Republic of Congo",Kasai-Central,Kazumba,Kazumba,Kazumba,-6.4167,22.0352,2,"Radio Okapi",Subnational,"On June 16, a soldier killed a civilian in the village of Kakamba, in Kazumba, when they were disputing a debt. The civilian's family subsequently seized the soldier and beat him to death.",1,1552576482,COD
4629862,792,TUR5992,5992,"16 June 2018",2018,1,Riots,"Mob violence","Rioters (Turkey)","Police Forces of Turkey (2016-)",5,"Civilians (Turkey)","HDP: Peoples Democratic Party",7,57,"Middle East",Turkey,Bursa,Osmangazi,,Osmangazi,40.2259,29.0439,2,TIHV,National,"A group of rioters attacked HDP members during their election campaign in Osmangazi district of Bursa province on Saturday, 16 June 2018. The Turkish Police then arrested 1 HDP member.",0,1552576482,TUR
4629841,356,IND32082,32082,"16 June 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)","Civilians (India)",1,15,"Southern Asia",India,"Madhya Pradesh",Shajapur,Shajapur,Shajapur,23.4263,76.2777,1,"The Tribune",Subnational,"On June 16, a group of rioters pelted stones at a procession being carried out in Shajapur city (Shajapur, MP) and they torched vehicles and vandalised stores. The police lathicharged and lobbed tear gas shells to control the situation.",0,1552576482,IND
4629851,710,SAF9921,9921,"16 June 2018",2018,1,Riots,"Mob violence","Rioters (South Africa)","ANCYL: African National Congress Youth League",5,"Police Forces of South Africa (1994-)",,1,15,"Southern Africa","South Africa",Mpumalanga,Ehlanzeni,Mbombela,Mbombela,-25.3302,31.1276,1,"Sowetan (South Africa)",National,"On 16 June, seven ANC youth league (ANCYL) members in the Ehlanzeni region, Mpumalanga, were injured after police fired rubber bullets during clashes with disruptive members.",0,1552576482,ZAF
4629923,356,IND32169,32169,"15 June 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Police Forces of India (2014-)",,1,15,"Southern Asia",India,"Jammu and Kashmir",Pulwama,Pulwama,Pulwama,33.8741,74.9001,1,"Kashmir Times (India)",Subnational,"On 15 Jun, youths and government forces clashed in Pulwama town (J&K), following an early confrontation between youth and the military in Tral tehsil that left one dead.",0,1552576482,IND
4629924,356,IND32170,32170,"15 June 2018",2018,1,Riots,"Mob violence","Rioters (India)",,5,"Military Forces of India (2014-)",,1,15,"Southern Asia",India,"Jammu and Kashmir",Pulwama,Tral,Tral,33.9271,75.1159,2,"Kashmir Times (India)",Subnational,"On 15 Jun, a youth was killed and another injured when the military fired on stone-throwing youths in Nowpora Payeen village in Tral tehsil (Pulwama, J&K).",1,1552576482,IND
4629928,231,ETH4629,4629,"15 June 2018",2018,1,Riots,"Mob violence","Rioters (Ethiopia)","Sidama Ethnic Group (Ethiopia)",5,"Rioters (Ethiopia)","Wolayeta Ethnic Group (Ethiopia)",5,55,"Eastern Africa",Ethiopia,"Southern Nations",Sidama,Awasa,Hawasa,7.0621,38.4764,1,ESAT,National,"Over 13-15 June, riots reported between the Sidama and Wolaita groups in Hawassa town following the kidnapping and killing of two people and violence at a new year festival. Residences were burnt and ransacked. Total of 10 people killed from 13-15 June.",2,1552576482,ETH
4629929,231,ETH4630,4630,"15 June 2018",2018,2,Riots,"Mob violence","Rioters (Ethiopia)","Wolayeta Ethnic Group (Ethiopia); Police Forces of Ethiopia (2018-)",5,"Civilians (Ethiopia)","Sidama Ethnic Group (Ethiopia)",7,57,"Eastern Africa",Ethiopia,"Southern Nations",Wolayita,Sodo,Sodo,6.86,37.7616,1,"Xinhua General News Service; Fana Broadcasting Corporate; ESAT",International,"Around 15 June, around three people were killed in Wolaita Sodo town following retaliatory violence between Sidama and Wolaita ethnic groups.",3,1552576482,ETH
4630048,792,TUR5988,5988,"15 June 2018",2018,1,Riots,"Mob violence","Rioters (Turkey)",,5,"Civilians (Turkey)","HDP: Peoples Democratic Party",7,57,"Middle East",Turkey,Adana,Yuregir,,Yuregir,36.9744,35.3592,2,TIHV,National,"A group of rioters broke in the election office of the HDP in Yuregir district of Adana province on Friday, 15 June 2018. The party flags were taken down and damage to the office was reported.",0,1552576482,TUR
4630049,792,TUR5989,5989,"15 June 2018",2018,1,Riots,"Mob violence","Rioters (Turkey)",,5,"Civilians (Turkey)","Iyi Party",7,57,"Middle East",Turkey,Canakkale,Canakkale,,Canakkale,40.1555,26.4127,3,TIHV,National,"A group of rioters attacked Iyi Party's campaign vehicle in Canakkale province on Friday, 15 June 2018.",0,1552576482,TUR
4630041,108,BUR8375,8375,"15 June 2018",2018,3,Riots,"Mob violence","Rioters (Burundi)","Vigilante Group (Burundi)",5,"Civilians (Burundi)",,7,57,"Eastern Africa",Burundi,"Bujumbura Rural",Kabezi,Masama,Masama,-3.5596,29.3725,1,"Local Source",Other,"The leader of Masama hill in Mubavu area of Bweru commune in Ruyigi province tortured a woman by throwing boiling water at her and beating her with clubs in June 2018. The victim had been accused of witchcraft. The assailant disappeared to an unknown location in August 2018 in order to escape the police.",0,1552576482,BDI
